tracker;zona;id;tipo;pend_long_pct;este_pend_transv_pct;este_pend_vector_pct;este_azimut_deg;este_vecina_critica;este_es_hermana;este_n_candidatas;oeste_pend_transv_pct;oeste_pend_vector_pct;oeste_azimut_deg;oeste_vecina_critica;oeste_es_hermana;oeste_n_candidatas
1228;SJ;TR-06_2-072;2TTx64;3,986;3,712;5,447;223,000;TR-06_2-073-W;NO;1;-2,355;4,630;210,600;TR-06_2-071-E;NO;1
1229;SJ;TR-06_2-073;2TTx64;4,075;1,428;4,318;199,300;TR-06_2-074-W;NO;1;-3,685;5,494;222,100;TR-06_2-072-E;NO;1
1230;SJ;TR-06_2-074;2TTx64;3,547;2,030;4,087;209,800;TR-06_2-075-W;NO;1;-1,466;3,838;202,500;TR-06_2-073-E;NO;1
1231;SJ;TR-06_2-075;2TTx64;2,699;2,067;3,400;217,400;TR-06_2-076-W;NO;1;-1,280;2,987;205,400;TR-06_2-074-E;NO;1
1232;SJ;TR-06_2-076;2TTx64;2,099;2,658;3,387;231,700;TR-06_2-077-W;NO;1;-2,073;2,950;224,600;TR-06_2-075-E;NO;1
1233;SJ;TR-06_2-077;2TTx64;2,102;3,813;4,354;241,100;TR-06_2-078-W;NO;1;-3,124;3,765;236,100;TR-06_2-076-E;NO;1
1234;SJ;TR-06_2-078;2TTx64;2,073;6,263;6,597;251,700;TR-06_1-080-W;NO;1;-2,912;3,574;234,600;TR-06_2-077-E;NO;1
1235;SJ;TR-06_2-079;2TTx64;-1,254;2,685;2,964;295,000;TR-06_2-080-W;NO;1;;;;;;
1236;SJ;TR-06_2-080;2TTx64;-1,151;3,703;3,878;287,300;TR-06_2-081-W;NO;1;-2,685;2,921;293,200;TR-06_2-079-E;NO;1
1237;SJ;TR-06_2-081;2TTx64;-0,913;0,891;1,276;315,700;TR-06_2-082-W;NO;1;-3,566;3,681;284,400;TR-06_2-080-E;NO;1
1238;SJ;TR-06_2-082;2TTx64;-1,161;3,041;3,255;290,900;TR-06_2-083-W;NO;1;-2,610;2,857;294,000;TR-06_2-081-E;NO;1
1239;SJ;TR-06_2-083;2TTx64;-1,563;2,021;2,555;307,700;TR-06_2-084-W;NO;1;-3,058;3,434;297,100;TR-06_2-082-E;NO;1
1240;SJ;TR-06_2-084;2TTx64;-1,903;2,977;3,533;302,600;TR-06_2-085-W;NO;1;-1,815;2,630;316,400;TR-06_2-083-E;NO;1
1241;SJ;TR-06_2-085;2TTx64;-1,450;3,459;3,751;292,700;TR-06_2-086-W;NO;1;-3,222;3,533;294,200;TR-06_2-084-E;NO;1
1242;SJ;TR-06_2-086;2TTx64;-1,556;4,600;4,856;288,700;TR-06_2-087-W;NO;1;-3,274;3,625;295,400;TR-06_2-085-E;NO;1
1243;SJ;TR-06_2-087;2TTx64;-1,929;4,807;5,180;291,900;TR-06_2-088-W;NO;1;-0,861;2,112;335,900;TR-06_2-086-E;NO;1
1244;SJ;TR-06_2-088;2TTx64;-1,791;;;;;;;-4,741;5,068;290,700;TR-06_2-087-E;NO;1
1245;SJ;TR-06_2-089;2TTx64;-1,467;0,048;1,468;358,100;TR-06_2-090-W;NO;1;;;;;;
1246;SJ;TR-06_2-090;2TTx64;-1,579;-1,908;2,477;50,400;TR-06_2-091-W;NO;1;-1,339;2,070;319,700;TR-06_2-089-E;NO;1
1247;SJ;TR-06_2-091;2TTx64;-1,707;0,496;1,778;343,800;TR-06_2-092-W;NO;1;-3,318;3,732;297,200;TR-06_2-090-E;NO;1
1248;SJ;TR-06_2-092;2TTx64;-2,210;2,244;3,149;314,600;TR-06_2-093-W;NO;1;-1,243;2,535;330,600;TR-06_2-091-E;NO;1
1249;SJ;TR-06_2-093;2TTx64;-2,333;3,104;3,883;306,900;TR-06_2-094-W;NO;1;-2,412;3,356;314,100;TR-06_2-092-E;NO;1
1250;SJ;TR-06_2-094;2TTx64;-2,457;2,886;3,790;310,400;TR-06_2-095-W;NO;1;-3,066;3,929;308,700;TR-06_2-093-E;NO;1
1251;SJ;TR-06_2-095;2TTx64;-1,931;3,597;4,082;298,200;TR-06_2-096-W;NO;1;-0,552;2,008;344,000;TR-06_2-094-E;NO;1
1252;SJ;TR-06_2-096;2TTx64;-1,884;2,789;3,366;304,000;TR-06_2-097-W;NO;1;-3,342;3,837;299,400;TR-06_2-095-E;NO;1
1253;SJ;TR-06_2-097;2TTx64;-1,508;2,781;3,163;298,500;TR-06_2-098-W;NO;1;-2,270;2,725;303,600;TR-06_2-096-E;NO;1
1254;SJ;TR-06_2-098;2TTx64;-1,067;2,295;2,531;294,900;TR-06_1-097-W;NO;1;-2,969;3,155;289,800;TR-06_2-097-E;NO;1
1255;SJ;TR-06_2-099;2TTx64;-0,692;0,887;1,125;307,900;TR-06_2-100-W;NO;1;;;;;;
1256;SJ;TR-06_2-100;2TTx64;-0,594;3,006;3,064;281,200;TR-06_2-101-W;NO;1;-0,887;1,067;303,800;TR-06_2-099-E;NO;1
1257;SJ;TR-06_2-101;2TTx64;-0,242;2,032;2,046;276,800;TR-06_2-102-W;NO;1;-3,043;3,053;274,500;TR-06_2-100-E;NO;1
1258;SJ;TR-06_2-102;2TTx64;-0,386;3,876;3,895;275,700;TR-06_2-103-W;NO;1;-3,868;3,887;275,700;TR-06_2-101-E;NO;1
1259;SJ;TR-06_2-103;2TTx64;-0,574;3,424;3,472;279,500;TR-06_2-104-W;NO;1;-4,089;4,129;278,000;TR-06_2-102-E;NO;1
1260;SJ;TR-06_2-104;2TTx64;-1,064;3,759;3,907;285,800;TR-06_2-105-W;NO;1;-3,582;3,737;286,500;TR-06_2-103-E;NO;1
1261;SJ;TR-06_2-105;2TTx64;-0,934;4,422;4,519;281,900;TR-06_2-106-W;NO;1;-2,655;2,814;289,400;TR-06_2-104-E;NO;1
1262;SJ;TR-06_2-106;2TTx64;-1,479;4,545;4,779;288,000;TR-06_2-107-W;NO;1;-3,828;4,104;291,100;TR-06_2-105-E;NO;1
1263;SJ;TR-06_2-107;2TTx64;-0,945;1,513;1,784;302,000;TR-06_2-108-W;NO;1;-2,355;2,538;291,900;TR-06_2-106-E;NO;1
1264;SJ;TR-06_2-108;2TTx64;-0,439;;;;;;;-1,664;1,721;284,800;TR-06_2-107-E;NO;1
1265;SJ;TR-06_2-109;2TTx64;-1,084;1,524;1,870;305,400;TR-06_2-110-W;NO;1;;;;;;
1266;SJ;TR-06_2-110;2TTx64;-1,296;-0,341;1,340;14,700;TR-06_2-111-W;NO;1;-2,749;3,039;295,200;TR-06_2-109-E;NO;1
1267;SJ;TR-06_2-111;2TTx64;-1,157;1,820;2,157;302,400;TR-06_2-112-W;NO;1;-0,871;1,448;323,000;TR-06_2-110-E;NO;1
1268;SJ;TR-06_2-112;2TTx64;-1,065;4,682;4,802;282,800;TR-06_2-113-W;NO;1;-1,337;1,709;308,500;TR-06_2-111-E;NO;1
1269;SJ;TR-06_2-113;2TTx64;-1,565;2,234;2,728;305,000;TR-06_2-114-W;NO;1;-4,494;4,759;289,200;TR-06_2-112-E;NO;1
1270;SJ;TR-06_2-114;2TTx64;-1,436;5,609;5,790;284,400;TR-06_2-115-W;NO;1;-2,243;2,663;302,600;TR-06_2-113-E;NO;1
1271;SJ;TR-06_2-115;2TTx64;-1,536;4,041;4,323;290,800;TR-06_2-116-W;NO;1;1,250;1,981;39,100;TR-06_2-114-E;NO;1
1272;SJ;TR-06_2-116;2TTx64;-1,533;2,247;2,720;304,300;TR-06_2-117-W;NO;1;-4,963;5,194;287,200;TR-06_2-115-E;NO;1
1273;SJ;TR-06_2-117;2TTx64;-1,411;2,168;2,587;303,100;TR-06_2-118-W;NO;1;-2,415;2,797;300,300;TR-06_2-116-E;NO;1
1274;SJ;TR-06_2-118;2TTx64;-1,421;-0,673;1,573;25,300;TR-06_1-114-W;NO;1;-2,542;2,912;299,200;TR-06_2-117-E;NO;1
1275;SJ;TR-07_1-001;2TTx64;0,437;2,732;2,767;260,900;TR-07_1-002-W;NO;1;-0,419;0,605;223,800;TR-07_2-013-E;NO;1
1276;SJ;TR-07_1-002;2TTx64;1,215;1,175;1,690;224,000;TR-07_1-003-W;NO;1;-5,376;5,512;257,300;TR-07_1-001-E;NO;1
1277;SJ;TR-07_1-003;2TTx64;1,179;1,306;1,760;227,900;TR-07_1-004-W;NO;1;-2,631;2,883;245,900;TR-07_1-002-E;NO;1
1278;SJ;TR-07_1-004;2TTx64;0,877;5,363;5,434;260,700;TR-07_1-005-W;NO;1;-2,244;2,409;248,700;TR-07_1-003-E;NO;1
1279;SJ;TR-07_1-005;2TTx64;-0,184;6,950;6,952;271,500;TR-07_1-006-W;NO;1;-5,963;5,966;271,800;TR-07_1-004-E;NO;1
1280;SJ;TR-07_1-006;2TTx64;-1,403;5,253;5,437;285,000;;NO;0;-7,569;7,698;280,500;TR-07_1-005-E;NO;1
1281;SJ;TR-07_1-007;2TTx64;-1,948;-1,975;2,774;45,400;TR-07_1-008-W;NO;1;-2,096;2,861;312,900;TR-08_1-114-E;NO;1
1282;SJ;TR-07_1-008;2TTx64;-1,202;-0,658;1,370;28,700;;NO;0;1,689;2,073;54,600;TR-07_1-007-E;NO;1
1283;SJ;TR-07_1-009;2TTx64;-1,186;-0,719;1,387;31,200;TR-07_1-010-W;NO;1;0,677;1,366;29,700;TR-07_2-031-E;NO;1
1284;SJ;TR-07_1-010;2TTx64;-0,517;0,878;1,019;300,500;TR-07_1-011-W;NO;1;0,196;0,553;20,800;TR-07_1-009-E;NO;1
1285;SJ;TR-07_1-011;2TTx64;-0,793;1,775;1,944;294,100;TR-07_1-012-W;NO;1;-1,668;1,847;295,400;TR-07_1-010-E;NO;1
1286;SJ;TR-07_1-012;2TTx64;-0,439;3,821;3,846;276,500;TR-07_1-013-W;NO;1;-2,233;2,276;281,100;TR-07_1-011-E;NO;1
1287;SJ;TR-07_1-013;2TTx64;0,895;7,388;7,442;263,100;TR-07_1-014-W;NO;1;-4,300;4,392;258,200;TR-07_1-012-E;NO;1
1288;SJ;TR-07_1-014;2TTx64;2,180;7,536;7,845;253,900;;NO;0;-6,127;6,503;250,400;TR-07_1-013-E;NO;1
1289;SJ;TR-07_1-015;2TTx64;-3,354;3,768;5,045;311,700;TR-07_1-016-W;NO;1;-1,728;3,773;332,700;TR-08_1-118-E;NO;1
1290;SJ;TR-07_1-016;2TTx64;-4,576;2,530;5,229;331,100;TR-07_1-017-W;NO;1;-2,811;5,370;328,400;TR-07_1-015-E;NO;1
1291;SJ;TR-07_1-017;2TTx64;-5,921;-0,032;5,921;0,300;TR-07_1-018-W;NO;1;-1,320;6,067;347,400;TR-07_1-016-E;NO;1
1292;SJ;TR-07_1-018;2TTx64;-5,363;2,103;5,761;338,600;TR-07_1-019-W;NO;1;0,027;5,363;0,300;TR-07_1-017-E;NO;1
1293;SJ;TR-07_1-019;2TTx64;-4,166;4,992;6,502;309,800;;NO;0;-2,220;4,721;331,900;TR-07_1-018-E;NO;1
1294;SJ;TR-07_1-020;2TTx64;-2,787;1,092;2,994;338,600;TR-07_1-021-W;NO;1;-0,437;2,821;351,100;TR-07_2-049-E;NO;1
1295;SJ;TR-07_1-021;2TTx64;-3,411;0,416;3,436;353,000;TR-07_1-022-W;NO;1;1,017;3,559;16,600;TR-07_1-020-E;NO;1
1296;SJ;TR-07_1-022;2TTx64;-3,616;-0,401;3,639;6,300;TR-07_1-023-W;NO;1;-1,175;3,803;342,000;TR-07_1-021-E;NO;1
1297;SJ;TR-07_1-023;2TTx64;-2,966;-0,122;2,969;2,400;TR-07_1-024-W;NO;1;-0,194;2,973;356,300;TR-07_1-022-E;NO;1
1298;SJ;TR-07_1-024;2TTx64;-2,181;1,035;2,414;334,600;TR-07_1-025-W;NO;1;0,687;2,287;17,500;TR-07_1-023-E;NO;1
1299;SJ;TR-07_1-025;2TTx64;-1,080;3,277;3,450;288,200;;NO;0;1,652;1,974;56,800;TR-07_1-024-E;NO;1
1300;SJ;TR-07_1-026;2TTx64;-1,095;2,000;2,280;298,700;TR-07_1-027-W;NO;1;;;;;;
1301;SJ;TR-07_1-027;2TTx64;-0,395;5,023;5,039;274,500;TR-07_1-028-W;NO;1;-0,031;0,397;355,500;TR-07_1-026-E;NO;1
1302;SJ;TR-07_1-028;2TTx64;0,604;0,551;0,817;222,400;TR-07_1-029-W;NO;1;-2,018;2,106;253,300;TR-07_1-027-E;NO;1
1303;SJ;TR-07_1-029;2TTx64;0,679;2,300;2,398;253,600;TR-07_1-030-W;NO;1;-0,067;0,682;185,600;TR-07_1-028-E;NO;1
1304;SJ;TR-07_1-030;2TTx64;-0,023;-1,150;1,150;88,900;TR-07_1-031-W;NO;1;-1,380;1,380;270,900;TR-07_1-029-E;NO;1
1305;SJ;TR-07_1-031;2TTx64;-0,245;3,186;3,195;274,400;TR-07_1-032-W;NO;1;1,423;1,444;80,200;TR-07_1-030-E;NO;1
1306;SJ;TR-07_1-032;2TTx64;-0,242;7,000;7,004;272,000;TR-07_1-033-W;NO;1;-2,274;2,287;276,100;TR-07_1-031-E;NO;1
1307;SJ;TR-07_1-033;2TTx64;-1,394;2,512;2,873;299,000;TR-07_1-034-W;NO;1;-4,538;4,747;287,100;TR-07_1-032-E;NO;1
1308;SJ;TR-07_1-034;2TTx64;-1,517;-0,099;1,521;3,700;;NO;0;-2,453;2,884;301,700;TR-07_1-033-E;NO;1
1309;SJ;TR-07_1-035;2TTx64;-2,478;4,268;4,935;300,100;TR-07_1-036-W;NO;1;-2,887;3,804;310,600;TR-07_2-067-E;NO;1
1310;SJ;TR-07_1-036;2TTx64;-2,280;0,866;2,439;339,200;TR-07_1-037-W;NO;1;-6,348;6,745;289,800;TR-07_1-035-E;NO;1
1311;SJ;TR-07_1-037;2TTx64;-1,096;-1,883;2,179;59,800;TR-07_1-038-W;NO;1;-2,402;2,640;294,500;TR-07_1-036-E;NO;1
1312;SJ;TR-07_1-038;2TTx64;-0,950;0,139;0,960;351,700;TR-07_1-039-W;NO;1;1,168;1,506;50,900;TR-07_1-037-E;NO;1
1313;SJ;TR-07_1-039;2TTx64;-1,526;2,303;2,763;303,500;TR-07_1-040-W;NO;1;-0,011;1,526;359,600;TR-07_1-038-E;NO;1
1314;SJ;TR-07_1-040;2TTx64;-2,104;-5,637;6,017;69,500;TR-07_1-041-W;NO;1;-0,234;2,117;353,700;TR-07_1-039-E;NO;1
1315;SJ;TR-07_1-041;2TTx64;-2,180;-2,878;3,610;52,900;TR-07_1-042-W;NO;1;6,834;7,173;72,300;TR-07_1-040-E;NO;1
1316;SJ;TR-07_1-042;2TTx64;-2,201;2,860;3,609;307,600;TR-07_1-043-W;NO;1;3,475;4,113;57,700;TR-07_1-041-E;NO;1
1317;SJ;TR-07_1-043;2TTx64;-1,213;4,304;4,472;285,700;;NO;0;-2,695;2,955;294,200;TR-07_1-042-E;NO;1
1318;SJ;TR-07_1-044;2TTx64;-1,096;1,825;2,129;301,000;TR-07_1-045-W;NO;1;;;;;;
1319;SJ;TR-07_1-045;2TTx64;-0,908;-0,023;0,908;1,500;TR-07_1-046-W;NO;1;-1,825;2,038;296,500;TR-07_1-044-E;NO;1
1320;SJ;TR-07_1-046;2TTx64;-1,500;0,007;1,500;359,700;TR-07_1-047-W;NO;1;-0,700;1,656;335,000;TR-07_1-045-E;NO;1
1321;SJ;TR-07_1-047;2TTx64;-1,318;5,959;6,103;282,500;TR-07_1-048-W;NO;1;-1,063;1,693;321,100;TR-07_1-046-E;NO;1
1322;SJ;TR-07_1-048;2TTx64;-0,772;4,567;4,632;279,600;TR-07_1-049-W;NO;1;-5,736;5,788;277,700;TR-07_1-047-E;NO;1
1323;SJ;TR-07_1-049;2TTx64;-0,860;2,205;2,367;291,300;TR-07_1-050-W;NO;1;-3,302;3,412;284,600;TR-07_1-048-E;NO;1
1324;SJ;TR-07_1-050;2TTx64;-0,085;1,898;1,900;272,600;TR-07_1-051-W;NO;1;-1,662;1,664;272,900;TR-07_1-049-E;NO;1
1325;SJ;TR-07_1-051;2TTx64;0,295;-0,950;0,995;107,300;TR-07_1-052-W;NO;1;-1,979;2,001;261,500;TR-07_1-050-E;NO;1
1326;SJ;TR-07_1-052;2TTx64;0,055;0,058;0,080;226,500;TR-07_1-053-W;NO;1;-0,317;0,322;260,200;TR-07_1-051-E;NO;1
1327;SJ;TR-07_1-053;2TTx64;0,055;3,453;3,453;269,100;;NO;0;-0,461;0,464;263,200;TR-07_1-052-E;NO;1
1328;SJ;TR-07_1-054;2TTx64;-1,794;1,091;2,100;328,700;TR-07_1-055-W;NO;1;-1,893;2,608;313,500;TR-07_2-085-E;NO;1
1329;SJ;TR-07_1-055;2TTx64;-1,148;1,237;1,688;312,900;TR-07_1-056-W;NO;1;-3,820;3,989;286,700;TR-07_1-054-E;NO;1
1330;SJ;TR-07_1-056;2TTx64;-1,801;0,151;1,807;355,200;TR-07_1-057-W;NO;1;-1,459;2,318;321,000;TR-07_1-055-E;NO;1
1331;SJ;TR-07_1-057;2TTx64;-2,384;1,613;2,879;325,900;TR-07_1-058-W;NO;1;-0,227;2,395;354,600;TR-07_1-056-E;NO;1
1332;SJ;TR-07_1-058;2TTx64;-2,673;1,377;3,007;332,700;TR-07_1-059-W;NO;1;-1,732;3,185;327,100;TR-07_1-057-E;NO;1
1333;SJ;TR-07_1-059;2TTx64;-2,736;-2,425;3,656;41,600;TR-07_1-060-W;NO;1;-1,115;2,955;337,800;TR-07_1-058-E;NO;1
1334;SJ;TR-07_1-060;2TTx64;-3,601;-4,820;6,017;53,200;TR-07_1-061-W;NO;1;1,547;3,919;23,200;TR-07_1-059-E;NO;1
1335;SJ;TR-07_1-061;2TTx64;-3,391;-1,912;3,893;29,400;TR-07_1-062-W;NO;1;4,769;5,852;54,600;TR-07_1-060-E;NO;1
1336;SJ;TR-07_1-062;2TTx64;-3,078;-2,157;3,759;35,000;TR-07_1-063-W;NO;1;1,681;3,507;28,600;TR-07_1-061-E;NO;1
1337;SJ;TR-07_1-063;2TTx64;-2,273;-0,761;2,397;18,500;TR-07_1-064-W;NO;1;1,020;2,491;24,200;TR-07_1-062-E;NO;1
1338;SJ;TR-07_1-064;2TTx64;-1,130;1,724;2,061;303,200;TR-07_1-065-W;NO;1;1,121;1,591;44,800;TR-07_1-063-E;NO;1
1339;SJ;TR-07_1-065;2TTx64;-0,705;0,614;0,935;319,000;TR-07_1-066-W;NO;1;-1,775;1,910;291,700;TR-07_1-064-E;NO;1
1340;SJ;TR-07_1-066;2TTx64;-1,013;6,478;6,557;278,900;;NO;0;-1,704;1,982;300,700;TR-07_1-065-E;NO;1
1341;SJ;TR-07_1-067;2TTx64;4,916;-3,515;6,043;144,400;TR-07_1-068-W;NO;1;;;;;;
1342;SJ;TR-07_1-068;2TTx64;4,477;-0,841;4,555;169,400;TR-07_1-069-W;NO;1;5,307;6,943;130,200;TR-07_1-067-E;NO;1
1343;SJ;TR-07_1-069;2TTx64;3,405;8,154;8,836;247,300;TR-07_1-070-W;NO;1;-0,636;3,464;190,600;TR-07_1-068-E;NO;1
1344;SJ;TR-07_1-070;2TTx64;2,711;6,161;6,731;246,300;TR-07_1-071-W;NO;1;-7,874;8,327;251,000;TR-07_1-069-E;NO;1
1345;SJ;TR-07_1-071;2TTx64;2,776;4,540;5,322;238,600;TR-07_1-072-W;NO;1;-5,421;6,091;242,900;TR-07_1-070-E;NO;1
1346;SJ;TR-07_1-072;2TTx64;3,341;0,668;3,407;191,300;TR-07_1-073-W;NO;1;-3,957;5,179;229,800;TR-07_1-071-E;NO;1
1347;SJ;TR-07_1-073;2TTx64;3,312;6,556;7,345;243,200;TR-07_1-074-W;NO;1;-3,487;4,809;226,500;TR-07_1-072-E;NO;1
1348;SJ;TR-07_1-074;2TTx64;1,900;4,010;4,437;244,700;TR-07_1-075-W;NO;1;-5,843;6,144;252,000;TR-07_1-073-E;NO;1
1349;SJ;TR-07_1-075;2TTx64;-0,616;4,204;4,249;278,300;TR-07_1-076-W;NO;1;-3,243;3,301;280,800;TR-07_1-074-E;NO;1
1350;SJ;TR-07_1-076;2TTx64;-2,739;5,703;6,326;295,700;TR-07_1-077-W;NO;1;-4,329;5,123;302,300;TR-07_1-075-E;NO;1
1351;SJ;TR-07_1-077;2TTx64;-3,751;7,367;8,267;297,000;TR-07_1-078-W;NO;1;-3,444;5,092;317,400;TR-07_1-076-E;NO;1
1352;SJ;TR-07_1-078;2TTx64;-3,943;5,789;7,004;304,300;;NO;0;-7,566;8,532;297,500;TR-07_1-077-E;NO;1
1353;SJ;TR-07_1-079;2TTx64;-0,568;1,934;2,016;286,400;TR-07_1-080-W;NO;1;-0,269;0,628;334,700;TR-07_2-104-E;NO;1
1354;SJ;TR-07_1-080;2TTx64;-0,664;1,709;1,833;291,200;TR-07_1-081-W;NO;1;-3,764;3,822;280,000;TR-07_1-079-E;NO;1
1355;SJ;TR-07_1-081;2TTx64;-0,790;3,180;3,277;283,900;TR-07_1-082-W;NO;1;-1,265;1,491;302,000;TR-07_1-080-E;NO;1
1356;SJ;TR-07_1-082;2TTx64;-0,841;1,029;1,329;309,300;TR-07_1-083-W;NO;1;-2,995;3,111;285,700;TR-07_1-081-E;NO;1
1357;SJ;TR-07_1-083;2TTx64;-0,850;3,822;3,915;282,500;TR-07_1-084-W;NO;1;-1,631;1,839;297,500;TR-07_1-082-E;NO;1
1358;SJ;TR-07_1-084;2TTx64;-0,785;1,665;1,841;295,200;TR-07_1-085-W;NO;1;-1,479;1,674;298,000;TR-07_1-083-E;NO;1
1359;SJ;TR-07_1-085;2TTx64;-1,201;-3,226;3,442;69,600;TR-07_1-086-W;NO;1;-3,232;3,448;290,400;TR-07_1-084-E;NO;1
1360;SJ;TR-07_1-086;2TTx64;-2,040;-0,110;2,043;3,100;TR-07_1-087-W;NO;1;2,618;3,319;52,100;TR-07_1-085-E;NO;1
1361;SJ;TR-07_1-087;2TTx64;-2,703;-1,784;3,238;33,400;TR-07_1-088-W;NO;1;1,196;2,956;23,900;TR-07_1-086-E;NO;1
1362;SJ;TR-07_1-088;2TTx64;-3,211;-3,940;5,083;50,800;TR-07_1-089-W;NO;1;0,110;3,213;2,000;TR-07_1-087-E;NO;1
1363;SJ;TR-07_1-089;2TTx64;-3,921;-2,726;4,775;34,800;TR-07_1-090-W;NO;1;3,412;5,198;41,000;TR-07_1-088-E;NO;1
1364;SJ;TR-07_1-090;2TTx64;-2,518;-0,519;2,571;11,600;TR-07_1-091-W;NO;1;1,857;3,129;36,400;TR-07_1-089-E;NO;1
1365;SJ;TR-07_1-091;2TTx64;-1,844;6,814;7,059;285,100;;NO;0;-0,631;1,949;341,100;TR-07_1-090-E;NO;1
1366;SJ;TR-07_1-092;2TTx64;-0,102;1,077;1,082;275,400;TR-07_1-093-W;NO;1;;;;;;
1367;SJ;TR-07_1-093;2TTx64;0,566;2,113;2,188;255,000;TR-07_1-094-W;NO;1;-1,379;1,491;247,700;TR-07_1-092-E;NO;1
1368;SJ;TR-07_1-094;2TTx64;1,597;3,974;4,283;248,100;;NO;0;-1,913;2,492;230,100;TR-07_1-093-E;NO;1
1369;SJ;TR-07_1-095;2TTx64;0,910;4,419;4,512;258,400;TR-07_1-096-W;NO;1;;;;;;
1370;SJ;TR-07_1-096;2TTx64;0,280;3,525;3,536;265,500;;NO;0;-5,008;5,016;266,800;TR-07_1-095-E;NO;1
1371;SJ;TR-07_1-097;2TTx64;-0,260;4,984;4,991;273,000;TR-07_1-098-W;NO;1;-1,913;1,931;277,700;TR-07_2-119-E;NO;1
1372;SJ;TR-07_1-098;2TTx64;-0,965;2,680;2,848;289,800;TR-07_1-099-W;NO;1;-1,238;1,570;307,900;TR-07_1-097-E;NO;1
1373;SJ;TR-07_1-099;2TTx64;-1,223;1,892;2,253;302,900;TR-07_1-100-W;NO;1;-2,073;2,407;300,500;TR-07_1-098-E;NO;1
1374;SJ;TR-07_1-100;2TTx64;-0,342;1,542;1,580;282,500;TR-07_1-101-W;NO;1;-1,671;1,706;281,600;TR-07_1-099-E;NO;1
1375;SJ;TR-07_1-101;2TTx64;0,020;-1,442;1,442;90,800;TR-07_1-102-W;NO;1;-1,341;1,341;269,100;TR-07_1-100-E;NO;1
1376;SJ;TR-07_1-102;2TTx64;0,572;1,691;1,785;251,300;TR-07_1-103-W;NO;1;-1,023;1,172;240,800;TR-07_1-101-E;NO;1
1377;SJ;TR-07_1-103;2TTx64;1,076;1,573;1,906;235,600;TR-07_1-104-W;NO;1;-1,266;1,661;229,600;TR-07_1-102-E;NO;1
1378;SJ;TR-07_1-104;2TTx64;1,016;2,455;2,657;247,500;TR-07_1-105-W;NO;1;-1,526;1,833;236,400;TR-07_1-103-E;NO;1
1379;SJ;TR-07_1-105;2TTx64;0,219;4,779;4,784;267,400;TR-07_1-106-W;NO;1;-1,488;1,504;261,600;TR-07_1-104-E;NO;1
1380;SJ;TR-07_1-106;2TTx64;-0,780;2,031;2,176;291,000;TR-07_1-107-W;NO;1;-1,874;2,030;292,600;TR-07_1-105-E;NO;1
1381;SJ;TR-07_1-107;2TTx64;-1,480;-1,457;2,077;44,600;TR-07_1-108-W;NO;1;-2,837;3,200;297,600;TR-07_1-106-E;NO;1
1382;SJ;TR-07_1-108;2TTx64;-3,227;1,095;3,407;341,300;TR-07_1-109-W;NO;1;2,001;3,797;31,800;TR-07_1-107-E;NO;1
1383;SJ;TR-07_1-109;2TTx64;-3,526;-1,988;4,048;29,400;;NO;0;-1,503;3,833;336,900;TR-07_1-108-E;NO;1
1384;SJ;TR-07_1-110;2TTx64;0,284;5,805;5,812;267,200;TR-07_1-111-W;NO;1;;;;;;
1385;SJ;TR-07_1-111;2TTx64;0,356;6,413;6,423;266,800;TR-07_1-112-W;NO;1;-5,398;5,410;266,200;TR-07_1-110-E;NO;1
1386;SJ;TR-07_1-112;2TTx64;0,660;11,318;11,337;266,700;;NO;0;-3,811;3,868;260,200;TR-07_1-111-E;NO;1
1387;SJ;TR-07_1-113;2TTx64;0,442;5,747;5,764;265,600;TR-07_1-114-W;NO;1;;;;;;
1388;SJ;TR-07_1-114;2TTx64;0,104;5,205;5,206;268,900;TR-07_1-115-W;NO;1;-6,106;6,107;269,000;TR-07_1-113-E;NO;1
1389;SJ;TR-07_1-115;2TTx64;-0,776;8,139;8,176;275,400;TR-07_1-116-W;NO;1;-4,531;4,597;279,700;TR-07_1-114-E;NO;1
1390;SJ;TR-07_1-116;2TTx64;-1,614;9,107;9,249;280,100;;NO;0;-7,111;7,292;282,800;TR-07_1-115-E;NO;1
1391;SJ;TR-07_1-117;2TTx64;-3,310;-8,816;9,417;69,400;TR-07_1-118-W;NO;1;;;;;;
1392;SJ;TR-07_1-118;2TTx64;-4,024;-5,972;7,201;56,000;TR-05_2-001-W;NO;1;10,172;10,939;68,400;TR-07_1-117-E;NO;1
1393;SJ;TR-07_2-001;2TTx64;-2,057;3,237;3,835;302,400;TR-07_2-002-W;NO;1;;;;;;
1394;SJ;TR-07_2-002;2TTx64;-1,637;4,247;4,551;291,100;TR-07_2-003-W;NO;1;-2,565;3,043;302,500;TR-07_2-001-E;NO;1
1395;SJ;TR-07_2-003;2TTx64;-1,190;0,799;1,434;326,100;TR-07_2-004-W;NO;1;-1,875;2,221;302,400;TR-07_2-002-E;NO;1
1396;SJ;TR-07_2-004;2TTx64;-1,174;;;;;;;-0,998;1,541;319,600;TR-07_2-003-E;NO;1
1397;SJ;TR-07_2-005;2TTx64;-0,612;1,698;1,805;289,800;TR-07_2-006-W;NO;1;;;;;;
1398;SJ;TR-07_2-006;2TTx64;-0,497;1,477;1,558;288,600;TR-07_2-007-W;NO;1;-1,847;1,913;285,100;TR-07_2-005-E;NO;1
