tracker;zona;id;tipo;pend_long_pct;este_pend_transv_pct;este_pend_vector_pct;este_azimut_deg;este_vecina_critica;este_es_hermana;este_n_candidatas;oeste_pend_transv_pct;oeste_pend_vector_pct;oeste_azimut_deg;oeste_vecina_critica;oeste_es_hermana;oeste_n_candidatas
1776;SJ;TR-09_1-043;2TTx64;0,244;71,284;71,284;269,800;;NO;0;3,003;3,013;94,600;TR-09_1-042-E;NO;1
1777;SJ;TR-09_1-044;2TTx64;25,021;63,003;67,790;248,300;TR-09_1-045-W;NO;1;-2,235;25,121;185,100;;NO;0
1778;SJ;TR-09_1-045;2TTx64;0,312;1,210;1,250;255,500;TR-09_1-046-W;NO;1;56,217;56,218;90,300;TR-09_1-044-E;NO;1
1779;SJ;TR-09_1-046;2TTx64;0,146;3,069;3,072;267,300;TR-09_1-047-W;NO;1;-1,569;1,576;264,700;TR-09_1-045-E;NO;1
1780;SJ;TR-09_1-047;2TTx64;0,120;;;;;;;-2,746;2,749;267,500;TR-09_1-046-E;NO;1
1781;SJ;TR-09_1-048;2TTx64;0,463;1,402;1,476;251,700;TR-09_1-049-W;NO;1;;;;;;
1782;SJ;TR-09_1-049;2TTx64;0,514;3,165;3,207;260,800;TR-09_1-050-W;NO;1;-1,064;1,182;244,200;TR-09_1-048-E;NO;1
1783;SJ;TR-09_1-050;2TTx64;0,506;1,778;1,849;254,100;TR-09_1-051-W;NO;1;-2,908;2,952;260,100;TR-09_1-049-E;NO;1
1784;SJ;TR-09_1-051;2TTx64;0,428;0,724;0,841;239,400;TR-09_1-052-W;NO;1;-1,885;1,933;257,200;TR-09_1-050-E;NO;1
1785;SJ;TR-09_1-052;2TTx64;0,799;3,677;3,763;257,700;TR-09_1-053-W;NO;1;-2,433;2,561;251,800;TR-09_1-051-E;NO;1
1786;SJ;TR-09_1-053;2TTx64;0,887;1,182;1,478;233,100;TR-09_1-054-W;NO;1;-3,484;3,595;255,700;TR-09_1-052-E;NO;1
1787;SJ;TR-09_1-054;2TTx64;1,056;4,137;4,270;255,700;;NO;0;-1,695;1,997;238,100;TR-09_1-053-E;NO;1
1788;SJ;TR-09_1-055;2TTx64;1,065;1,118;1,544;226,400;TR-09_1-056-W;NO;1;-3,114;3,291;251,100;;NO;0
1789;SJ;TR-09_1-056;2TTx64;1,265;2,103;2,454;239,000;TR-09_1-057-W;NO;1;-0,382;1,321;196,800;TR-09_1-055-E;NO;1
1790;SJ;TR-09_1-057;2TTx64;1,253;2,014;2,372;238,100;TR-09_1-058-W;NO;1;-2,327;2,643;241,700;TR-09_1-056-E;NO;1
1791;SJ;TR-09_1-058;2TTx64;1,327;2,720;3,026;244,000;TR-09_1-059-W;NO;1;-2,335;2,686;240,400;TR-09_1-057-E;NO;1
1792;SJ;TR-09_1-059;2TTx64;1,308;;;;;;;-2,913;3,193;245,800;TR-09_1-058-E;NO;1
1793;SJ;TR-09_1-060;2TTx64;1,290;2,591;2,894;243,500;TR-09_1-061-W;NO;1;;;;;;
1794;SJ;TR-09_1-061;2TTx64;1,153;1,837;2,169;237,900;TR-09_1-062-W;NO;1;-3,213;3,414;250,300;TR-09_1-060-E;NO;1
1795;SJ;TR-09_1-062;2TTx64;0,766;2,780;2,884;254,600;TR-09_1-063-W;NO;1;-2,325;2,448;251,800;TR-09_1-061-E;NO;1
1796;SJ;TR-09_1-063;2TTx64;0,649;1,101;1,278;239,500;TR-09_1-064-W;NO;1;-2,266;2,357;254,000;TR-09_1-062-E;NO;1
1797;SJ;TR-09_1-064;2TTx64;1,270;2,053;2,414;238,200;TR-09_1-065-W;NO;1;-3,070;3,322;247,500;TR-09_1-063-E;NO;1
1798;SJ;TR-09_1-065;2TTx64;1,107;4,098;4,245;254,900;TR-09_1-066-W;NO;1;-1,521;1,881;234,000;TR-09_1-064-E;NO;1
1799;SJ;TR-09_1-066;2TTx64;1,724;0,420;1,774;193,700;TR-09_1-067-W;NO;1;-4,348;4,677;248,400;TR-09_1-065-E;NO;1
1800;SJ;TR-09_1-067;2TTx64;1,986;2,861;3,483;235,200;TR-09_1-068-W;NO;1;-0,206;1,997;185,900;TR-09_1-066-E;NO;1
1801;SJ;TR-09_1-068;2TTx64;1,981;2,440;3,143;230,900;TR-08_2-053-W;NO;1;-1,921;2,760;224,100;TR-09_1-067-E;NO;1
1802;SJ;TR-09_1-069;2TTx64;0,753;4,000;4,070;259,300;TR-09_1-070-W;NO;1;-4,230;4,296;259,900;TR-09_2-101-E;NO;1
1803;SJ;TR-09_1-070;2TTx64;1,412;1,716;2,222;230,600;TR-09_1-071-W;NO;1;-2,871;3,199;243,800;TR-09_1-069-E;NO;1
1804;SJ;TR-09_1-071;2TTx64;1,476;2,120;2,583;235,100;;NO;0;-2,286;2,721;237,100;TR-09_1-070-E;NO;1
1805;SJ;TR-09_1-072;2TTx64;1,198;2,288;2,583;242,400;TR-09_1-073-W;NO;1;-2,120;2,435;240,500;;NO;0
1806;SJ;TR-09_1-073;2TTx64;0,433;5,089;5,107;265,100;TR-09_1-074-W;NO;1;-2,875;2,907;261,400;TR-09_1-072-E;NO;1
1807;SJ;TR-09_1-074;2TTx64;-0,031;-0,167;0,170;79,500;TR-09_1-075-W;NO;1;-4,673;4,673;270,400;TR-09_1-073-E;NO;1
1808;SJ;TR-09_1-075;2TTx64;-0,276;3,133;3,145;275,000;TR-09_1-076-W;NO;1;-2,848;2,861;275,500;TR-09_1-074-E;NO;1
1809;SJ;TR-09_1-076;2TTx64;-0,545;4,654;4,686;276,700;TR-09_1-077-W;NO;1;-2,213;2,279;283,800;TR-09_1-075-E;NO;1
1810;SJ;TR-09_1-077;2TTx64;-0,453;1,273;1,351;289,600;TR-09_1-078-W;NO;1;-4,759;4,780;275,400;TR-09_1-076-E;NO;1
1811;SJ;TR-09_1-078;2TTx64;-1,162;1,193;1,665;314,200;TR-09_1-079-W;NO;1;-1,778;2,124;303,200;TR-09_1-077-E;NO;1
1812;SJ;TR-09_1-079;2TTx64;-0,986;238,612;238,614;270,200;TR-09_1-080-W;NO;1;-0,715;1,218;324,100;TR-09_1-078-E;NO;1
1813;SJ;TR-09_1-080;2TTx64;-0,091;-355,184;355,184;90,000;TR-09_1-081-W;NO;1;-356,326;356,326;270,000;TR-09_1-079-E;NO;1
1814;SJ;TR-09_1-081;2TTx64;0,007;2,356;2,356;269,800;TR-09_1-082-W;NO;1;237,870;237,870;90,000;TR-09_1-080-E;NO;1
1815;SJ;TR-09_1-082;2TTx64;0,129;2,331;2,335;266,800;TR-09_1-083-W;NO;1;-1,441;1,447;264,900;TR-09_1-081-E;NO;1
1816;SJ;TR-09_1-083;2TTx64;-0,285;3,183;3,196;275,100;TR-09_1-084-W;NO;1;-3,429;3,441;274,800;TR-09_1-082-E;NO;1
1817;SJ;TR-09_1-084;2TTx64;-0,185;0,019;0,186;354,200;TR-09_1-085-W;NO;1;-3,461;3,466;273,100;TR-09_1-083-E;NO;1
1818;SJ;TR-09_1-085;2TTx64;-0,346;3,271;3,289;276,000;TR-09_1-086-W;NO;1;0,155;0,380;24,100;TR-09_1-084-E;NO;1
1819;SJ;TR-09_1-086;2TTx64;0,116;5,021;5,022;268,700;TR-09_1-087-W;NO;1;-3,723;3,725;268,200;TR-09_1-085-E;NO;1
1820;SJ;TR-09_1-087;2TTx64;0,345;0,925;0,987;249,600;TR-09_1-088-W;NO;1;-1,070;1,124;252,200;TR-09_1-086-E;NO;1
1821;SJ;TR-09_1-088;2TTx64;0,551;3,249;3,295;260,400;TR-09_1-089-W;NO;1;-0,439;0,704;218,600;TR-09_1-087-E;NO;1
1822;SJ;TR-09_1-089;2TTx64;0,944;2,625;2,790;250,200;TR-09_1-090-W;NO;1;-3,449;3,576;254,700;TR-09_1-088-E;NO;1
1823;SJ;TR-09_1-090;2TTx64;1,046;5,463;5,562;259,200;TR-09_1-091-W;NO;1;-1,949;2,212;241,800;TR-09_1-089-E;NO;1
1824;SJ;TR-09_1-091;2TTx64;0,381;3,103;3,126;263,000;TR-09_1-092-W;NO;1;-0,982;1,053;248,800;TR-09_1-090-E;NO;1
1825;SJ;TR-09_1-092;2TTx64;0,389;1,884;1,924;258,300;TR-09_1-093-W;NO;1;-4,147;4,165;264,600;TR-09_1-091-E;NO;1
1826;SJ;TR-09_1-093;2TTx64;0,003;0,925;0,925;269,800;TR-09_1-094-W;NO;1;-1,952;1,952;269,900;TR-09_1-092-E;NO;1
1827;SJ;TR-09_1-094;2TTx64;-0,190;2,764;2,771;273,900;TR-09_1-095-W;NO;1;-1,891;1,901;275,800;TR-09_1-093-E;NO;1
1828;SJ;TR-09_1-095;2TTx64;-0,293;2,252;2,271;277,400;TR-08_2-068-W;NO;1;-2,795;2,810;276,000;TR-09_1-094-E;NO;1
1829;SJ;TR-09_1-096;2TTx64;-2,320;-0,195;2,328;4,800;TR-09_1-097-W;NO;1;-5,805;6,251;291,800;TR-09_2-122-E;NO;1
1830;SJ;TR-09_1-097;2TTx64;-1,134;0,598;1,282;332,200;TR-09_1-098-W;NO;1;6,433;6,532;80,000;TR-09_1-096-E;NO;1
1831;SJ;TR-09_1-098;2TTx64;-0,399;1,688;1,735;283,300;TR-09_1-099-W;NO;1;-0,726;0,828;298,800;TR-09_1-097-E;NO;1
1832;SJ;TR-09_1-099;2TTx64;0,048;4,069;4,069;269,300;TR-09_1-100-W;NO;1;-1,843;1,844;268,500;TR-09_1-098-E;NO;1
1833;SJ;TR-09_1-100;2TTx64;0,842;3,637;3,733;257,000;TR-09_1-101-W;NO;1;-4,002;4,090;258,100;TR-09_1-099-E;NO;1
1834;SJ;TR-09_1-101;2TTx64;1,241;4,102;4,286;253,200;TR-09_1-102-W;NO;1;-3,864;4,058;252,200;TR-09_1-100-E;NO;1
1835;SJ;TR-09_1-102;2TTx64;1,309;2,941;3,219;246,000;TR-09_1-103-W;NO;1;-2,229;2,585;239,600;TR-09_1-101-E;NO;1
1836;SJ;TR-09_1-103;2TTx64;1,240;5,407;5,547;257,100;TR-09_1-104-W;NO;1;-3,111;3,349;248,300;TR-09_1-102-E;NO;1
1837;SJ;TR-09_1-104;2TTx64;0,906;2,804;2,947;252,100;TR-09_1-105-W;NO;1;-5,650;5,722;260,900;TR-09_1-103-E;NO;1
1838;SJ;TR-09_1-105;2TTx64;1,095;-0,762;1,334;145,200;TR-09_1-106-W;NO;1;-3,980;4,128;254,600;TR-09_1-104-E;NO;1
1839;SJ;TR-09_1-106;2TTx64;0,843;0,640;1,059;217,200;TR-09_1-107-W;NO;1;-1,050;1,347;231,200;TR-09_1-105-E;NO;1
1840;SJ;TR-09_1-107;2TTx64;0,493;1,920;1,982;255,600;TR-09_1-108-W;NO;1;0,475;0,684;136,100;TR-09_1-106-E;NO;1
1841;SJ;TR-09_1-108;2TTx64;-0,677;5,123;5,168;277,500;TR-09_1-109-W;NO;1;-1,785;1,909;290,800;TR-09_1-107-E;NO;1
1842;SJ;TR-09_1-109;2TTx64;-1,555;2,655;3,077;300,400;TR-09_1-110-W;NO;1;-4,214;4,492;290,300;TR-09_1-108-E;NO;1
1843;SJ;TR-09_1-110;2TTx64;-1,927;2,865;3,453;303,900;TR-09_1-111-W;NO;1;-3,213;3,747;301,000;TR-09_1-109-E;NO;1
1844;SJ;TR-09_1-111;2TTx64;-2,311;1,739;2,892;323,000;TR-09_1-112-W;NO;1;-2,727;3,574;310,300;TR-09_1-110-E;NO;1
1845;SJ;TR-09_1-112;2TTx64;-2,289;3,785;4,423;301,200;TR-09_1-113-W;NO;1;-1,791;2,907;322,000;TR-09_1-111-E;NO;1
1846;SJ;TR-09_1-113;2TTx64;-2,991;3,503;4,606;310,500;TR-09_1-114-W;NO;1;-2,710;4,036;317,800;TR-09_1-112-E;NO;1
1847;SJ;TR-09_1-114;2TTx64;-3,588;2,017;4,116;330,700;TR-09_1-115-W;NO;1;-3,309;4,881;317,300;TR-09_1-113-E;NO;1
1848;SJ;TR-09_1-115;2TTx64;-3,997;2,506;4,718;327,900;TR-09_1-116-W;NO;1;-2,232;4,578;330,800;TR-09_1-114-E;NO;1
1849;SJ;TR-09_1-116;2TTx64;-4,544;3,996;6,051;318,700;TR-09_1-117-W;NO;1;-2,789;5,331;328,500;TR-09_1-115-E;NO;1
1850;SJ;TR-09_1-117;2TTx64;-5,049;5,153;7,214;314,400;TR-09_1-118-W;NO;1;-3,861;6,356;322,600;TR-09_1-116-E;NO;1
1851;SJ;TR-09_1-118;2TTx64;-4,912;3,340;5,940;325,800;TR-09_1-119-W;NO;1;-4,006;6,339;320,800;TR-09_1-117-E;NO;1
1852;SJ;TR-09_1-119;2TTx64;-5,007;3,084;5,880;328,400;TR-09_1-120-W;NO;1;-4,059;6,445;321,000;TR-09_1-118-E;NO;1
1853;SJ;TR-09_1-120;2TTx64;-5,164;2,546;5,757;333,800;TR-09_1-121-W;NO;1;-3,390;6,177;326,700;TR-09_1-119-E;NO;1
1854;SJ;TR-09_1-121;2TTx64;-5,090;0,337;5,101;356,200;TR-09_1-122-W;NO;1;-2,270;5,573;336,000;TR-09_1-120-E;NO;1
1855;SJ;TR-09_1-122;2TTx64;-3,738;2,496;4,495;326,300;TR-08_2-095-W;NO;1;1,009;3,872;15,100;TR-09_1-121-E;NO;1
1856;SJ;TR-09_2-001;2TTx64;0,627;3,290;3,349;259,200;TR-09_2-002-W;NO;1;-2,033;2,127;252,900;TR-10_1-009-E;NO;1
1857;SJ;TR-09_2-002;2TTx64;0,548;5,886;5,911;264,700;TR-09_2-003-W;NO;1;-2,462;2,522;257,400;TR-09_2-001-E;NO;1
1858;SJ;TR-09_2-003;2TTx64;0,591;-3,768;3,814;98,900;TR-09_2-004-W;NO;1;-4,000;4,043;261,600;TR-09_2-002-E;NO;1
1859;SJ;TR-09_2-004;2TTx64;0,810;4,458;4,531;259,700;TR-09_2-005-W;NO;1;-3,607;3,697;257,300;TR-09_2-003-E;NO;1
1860;SJ;TR-09_2-005;2TTx64;0,967;2,143;2,351;245,700;TR-09_2-006-W;NO;1;-3,765;3,887;255,600;TR-09_2-004-E;NO;1
1861;SJ;TR-09_2-006;2TTx64;0,421;2,853;2,884;261,600;TR-09_2-007-W;NO;1;-2,304;2,342;259,700;TR-09_2-005-E;NO;1
1862;SJ;TR-09_2-007;2TTx64;0,829;3,433;3,532;256,400;TR-09_2-008-W;NO;1;-3,089;3,198;255,000;TR-09_2-006-E;NO;1
1863;SJ;TR-09_2-008;2TTx64;0,763;4,118;4,188;259,500;TR-09_2-009-W;NO;1;-1,138;1,370;236,100;TR-09_2-007-E;NO;1
1864;SJ;TR-09_2-009;2TTx64;0,575;5,521;5,551;264,100;TR-09_2-010-W;NO;1;-4,441;4,478;262,600;TR-09_2-008-E;NO;1
1865;SJ;TR-09_2-010;2TTx64;-0,325;;;;;;;-5,796;5,805;273,200;TR-09_2-009-E;NO;1
1866;SJ;TR-09_2-016;2TTx64;0,370;0,853;0,930;246,600;TR-09_2-017-W;NO;1;-2,184;2,215;260,400;TR-10_1-027-E;NO;1
1867;SJ;TR-09_2-017;2TTx64;0,508;4,462;4,491;263,500;TR-09_2-018-W;NO;1;-1,895;1,962;255,000;TR-09_2-016-E;NO;1
1868;SJ;TR-09_2-018;2TTx64;0,344;-0,691;0,772;116,500;TR-09_2-019-W;NO;1;-4,073;4,088;265,200;TR-09_2-017-E;NO;1
1869;SJ;TR-09_2-019;2TTx64;0,511;3,328;3,367;261,300;TR-09_2-020-W;NO;1;-4,463;4,492;263,500;TR-09_2-018-E;NO;1
1870;SJ;TR-09_2-020;2TTx64;0,574;2,982;3,037;259,100;TR-09_2-021-W;NO;1;-3,482;3,529;260,600;TR-09_2-019-E;NO;1
1871;SJ;TR-09_2-021;2TTx64;0,737;2,149;2,272;251,100;TR-09_2-022-W;NO;1;-2,949;3,040;256,000;TR-09_2-020-E;NO;1
1872;SJ;TR-09_2-022;2TTx64;0,600;3,192;3,248;259,400;TR-09_2-023-W;NO;1;-2,619;2,687;257,100;TR-09_2-021-E;NO;1
1873;SJ;TR-09_2-023;2TTx64;0,704;1,963;2,085;250,300;TR-09_2-024-W;NO;1;-2,939;3,022;256,500;TR-09_2-022-E;NO;1
1874;SJ;TR-09_2-024;2TTx64;0,884;4,360;4,449;258,500;TR-09_2-025-W;NO;1;-2,426;2,582;250,000;TR-09_2-023-E;NO;1
1875;SJ;TR-09_2-025;2TTx64;1,654;2,732;3,194;238,800;TR-09_2-026-W;NO;1;-4,548;4,839;250,000;TR-09_2-024-E;NO;1
1876;SJ;TR-09_2-026;2TTx64;1,700;2,130;2,725;231,400;TR-09_2-027-W;NO;1;-2,953;3,407;240,100;TR-09_2-025-E;NO;1
1877;SJ;TR-09_2-027;2TTx64;1,246;2,621;2,902;244,600;TR-09_2-028-W;NO;1;1,756;2,153;125,400;TR-09_2-026-E;NO;1
1878;SJ;TR-09_2-028;2TTx64;1,301;2,300;2,642;240,500;TR-09_2-029-W;NO;1;-2,705;3,002;244,300;TR-09_2-027-E;NO;1
1879;SJ;TR-09_2-029;2TTx64;1,258;2,336;2,653;241,700;TR-09_2-030-W;NO;1;-2,201;2,535;240,200;TR-09_2-028-E;NO;1
1880;SJ;TR-09_2-030;2TTx64;1,336;2,482;2,819;241,700;;NO;0;-2,938;3,227;245,500;TR-09_2-029-E;NO;1
1881;SJ;TR-09_2-031;2TTx64;1,451;2,432;2,832;239,200;TR-09_2-032-W;NO;1;-2,383;2,790;238,700;;NO;0
1882;SJ;TR-09_2-032;2TTx64;1,474;3,181;3,506;245,100;TR-09_2-033-W;NO;1;-1,441;2,061;224,400;TR-09_2-031-E;NO;1
1883;SJ;TR-09_2-033;2TTx64;1,498;1,245;1,948;219,700;TR-09_2-034-W;NO;1;-2,811;3,185;241,900;TR-09_2-032-E;NO;1
1884;SJ;TR-09_2-034;2TTx64;1,392;3,073;3,373;245,600;;NO;0;-1,665;2,170;230,100;TR-09_2-033-E;NO;1
1885;SJ;TR-09_2-038;2TTx64;1,598;3,414;3,769;244,900;;NO;0;;;;;;
1886;SJ;TR-09_2-039;2TTx64;-1,017;2,352;2,562;293,400;TR-09_2-040-W;NO;1;-1,099;1,497;312,800;TR-10_1-051-E;NO;1
1887;SJ;TR-09_2-040;2TTx64;-0,891;3,547;3,657;284,100;TR-09_2-041-W;NO;1;-2,167;2,343;292,400;TR-09_2-039-E;NO;1
1888;SJ;TR-09_2-041;2TTx64;-0,628;1,855;1,958;288,700;TR-09_2-042-W;NO;1;-2,866;2,934;282,400;TR-09_2-040-E;NO;1
1889;SJ;TR-09_2-042;2TTx64;-0,749;2,449;2,561;287,000;TR-09_2-043-W;NO;1;-1,770;1,922;292,900;TR-09_2-041-E;NO;1
1890;SJ;TR-09_2-043;2TTx64;-0,484;2,418;2,466;281,300;TR-09_2-044-W;NO;1;-2,370;2,419;281,500;TR-09_2-042-E;NO;1
1891;SJ;TR-09_2-044;2TTx64;-0,423;1,307;1,374;287,900;TR-09_2-045-W;NO;1;-2,293;2,332;280,500;TR-09_2-043-E;NO;1
1892;SJ;TR-09_2-045;2TTx64;-0,542;2,795;2,847;281,000;TR-09_2-046-W;NO;1;-0,535;0,762;315,400;TR-09_2-044-E;NO;1
1893;SJ;TR-09_2-046;2TTx64;-0,571;2,907;2,963;281,100;TR-09_2-047-W;NO;1;-2,820;2,877;281,400;TR-09_2-045-E;NO;1
1894;SJ;TR-09_2-047;2TTx64;-0,188;2,998;3,004;273,600;TR-09_2-048-W;NO;1;-3,305;3,310;273,300;TR-09_2-046-E;NO;1
1895;SJ;TR-09_2-048;2TTx64;-0,318;1,477;1,511;282,100;;NO;0;-3,062;3,078;275,900;TR-09_2-047-E;NO;1
1896;SJ;TR-09_2-051;2TTx64;0,315;3,189;3,205;264,400;TR-09_2-052-W;NO;1;;;;;;
1897;SJ;TR-09_2-052;2TTx64;-0,200;2,879;2,886;274,000;TR-09_2-053-W;NO;1;-3,396;3,402;273,400;TR-09_2-051-E;NO;1
1898;SJ;TR-09_2-053;2TTx64;-0,127;2,957;2,960;272,500;TR-09_2-054-W;NO;1;-0,063;0,142;333,700;TR-09_2-052-E;NO;1
1899;SJ;TR-09_2-054;2TTx64;-0,839;2,539;2,674;288,300;TR-09_2-055-W;NO;1;-3,562;3,660;283,300;TR-09_2-053-E;NO;1
1900;SJ;TR-09_2-055;2TTx64;-0,527;0,246;0,581;335,000;TR-09_2-056-W;NO;1;-4,192;4,225;277,200;TR-09_2-054-E;NO;1
1901;SJ;TR-09_2-056;2TTx64;-0,439;4,618;4,639;275,400;TR-09_2-057-W;NO;1;-1,268;1,342;289,100;TR-09_2-055-E;NO;1
1902;SJ;TR-09_2-057;2TTx64;-0,406;3,281;3,306;277,100;;NO;0;-1,904;1,947;282,000;TR-09_2-056-E;NO;1
1903;SJ;TR-09_2-058;2TTx64;-0,640;;;;;;;-3,764;3,818;279,600;;NO;0
1904;SJ;TR-09_2-059;2TTx64;-0,687;2,650;2,738;284,500;TR-09_1-015-W;NO;1;;;;;;
1905;SJ;TR-09_2-060;2TTx64;-0,538;2,479;2,537;282,200;TR-09_2-061-W;NO;1;-3,003;3,051;280,100;TR-10_1-075-E;NO;1
1906;SJ;TR-09_2-061;2TTx64;-0,647;1,910;2,017;288,700;TR-09_2-062-W;NO;1;-2,640;2,718;283,800;TR-09_2-060-E;NO;1
1907;SJ;TR-09_2-062;2TTx64;-0,928;2,654;2,812;289,300;TR-09_2-063-W;NO;1;-2,125;2,319;293,600;TR-09_2-061-E;NO;1
1908;SJ;TR-09_2-063;2TTx64;-1,095;1,498;1,856;306,200;TR-09_2-064-W;NO;1;-2,492;2,722;293,700;TR-09_2-062-E;NO;1
1909;SJ;TR-09_2-064;2TTx64;-0,975;2,466;2,652;291,600;TR-09_2-065-W;NO;1;-1,706;1,965;299,800;TR-09_2-063-E;NO;1
1910;SJ;TR-09_2-065;2TTx64;-1,044;1,283;1,654;309,100;TR-09_2-066-W;NO;1;-2,491;2,701;292,700;TR-09_2-064-E;NO;1
1911;SJ;TR-09_2-066;2TTx64;-0,917;2,976;3,114;287,100;TR-09_2-067-W;NO;1;-2,625;2,781;289,300;TR-09_2-065-E;NO;1
1912;SJ;TR-09_2-067;2TTx64;-1,053;1,488;1,823;305,300;TR-09_2-068-W;NO;1;-3,014;3,193;289,300;TR-09_2-066-E;NO;1
1913;SJ;TR-09_2-068;2TTx64;-1,162;1,775;2,121;303,200;TR-09_2-069-W;NO;1;-1,389;1,811;309,900;TR-09_2-067-E;NO;1
1914;SJ;TR-09_2-069;2TTx64;-0,632;2,021;2,118;287,400;;NO;0;-1,688;1,803;290,500;TR-09_2-068-E;NO;1
1915;SJ;TR-09_2-070;2TTx64;0,177;1,256;1,268;262,000;TR-09_2-071-W;NO;1;-3,707;3,711;267,300;;NO;0
1916;SJ;TR-09_2-071;2TTx64;-0,255;2,685;2,697;275,400;TR-09_2-072-W;NO;1;-0,491;0,553;297,400;TR-09_2-070-E;NO;1
1917;SJ;TR-09_2-072;2TTx64;-0,574;-0,632;0,854;47,800;TR-09_2-073-W;NO;1;-2,825;2,883;281,500;TR-09_2-071-E;NO;1
1918;SJ;TR-09_2-073;2TTx64;-0,141;2,781;2,785;272,900;TR-09_2-074-W;NO;1;-1,163;1,172;276,900;TR-09_2-072-E;NO;1
1919;SJ;TR-09_2-074;2TTx64;-0,246;2,133;2,147;276,600;TR-09_2-075-W;NO;1;-3,320;3,329;274,200;TR-09_2-073-E;NO;1
1920;SJ;TR-09_2-075;2TTx64;-0,482;3,181;3,217;278,600;TR-09_2-076-W;NO;1;-1,254;1,343;291,000;TR-09_2-074-E;NO;1
1921;SJ;TR-09_2-076;2TTx64;-0,477;2,199;2,250;282,200;TR-09_2-077-W;NO;1;-2,646;2,689;280,200;TR-09_2-075-E;NO;1
1922;SJ;TR-09_2-077;2TTx64;-0,283;3,390;3,402;274,800;TR-09_2-078-W;NO;1;-2,245;2,263;277,200;TR-09_2-076-E;NO;1
1923;SJ;TR-09_2-078;2TTx64;-0,259;2,652;2,665;275,600;TR-09_2-079-W;NO;1;-0,570;0,626;294,500;TR-09_2-077-E;NO;1
1924;SJ;TR-09_2-079;2TTx64;0,052;3,111;3,111;269,000;TR-09_2-080-W;NO;1;-2,149;2,150;268,600;TR-09_2-078-E;NO;1
1925;SJ;TR-09_2-080;2TTx64;0,094;2,908;2,910;268,100;TR-09_1-042-W;NO;1;-2,722;2,724;268,000;TR-09_2-079-E;NO;1
1926;SJ;TR-09_2-081;2TTx64;-0,191;1,678;1,689;276,500;TR-09_2-082-W;NO;1;-3,433;3,438;273,200;TR-10_1-099-E;NO;1
1927;SJ;TR-09_2-082;2TTx64;-0,079;1,325;1,327;273,400;TR-09_2-083-W;NO;1;-2,056;2,058;272,200;TR-09_2-081-E;NO;1
1928;SJ;TR-09_2-083;2TTx64;0,058;3,664;3,664;269,100;TR-09_2-084-W;NO;1;-1,645;1,646;268,000;TR-09_2-082-E;NO;1
1929;SJ;TR-09_2-084;2TTx64;0,205;4,141;4,146;267,200;TR-09_2-085-W;NO;1;-3,055;3,062;266,200;TR-09_2-083-E;NO;1
1930;SJ;TR-09_2-085;2TTx64;0,407;2,121;2,160;259,100;TR-09_2-086-W;NO;1;-3,910;3,931;264,100;TR-09_2-084-E;NO;1
1931;SJ;TR-09_2-086;2TTx64;0,450;0,116;0,465;194,500;TR-09_2-087-W;NO;1;-2,467;2,508;259,700;TR-09_2-085-E;NO;1
1932;SJ;TR-09_2-087;2TTx64;0,181;3,354;3,359;266,900;TR-09_2-088-W;NO;1;-1,909;1,918;264,600;TR-09_2-086-E;NO;1
1933;SJ;TR-09_2-088;2TTx64;0,467;-0,538;0,713;131,000;TR-09_2-089-W;NO;1;-1,806;1,865;255,500;TR-09_2-087-E;NO;1
1934;SJ;TR-09_2-089;2TTx64;0,745;2,863;2,958;255,400;TR-09_2-090-W;NO;1;-0,230;0,780;197,200;TR-09_2-088-E;NO;1
1935;SJ;TR-09_2-090;2TTx64;1,321;1,773;2,211;233,300;TR-09_2-091-W;NO;1;-2,220;2,584;239,200;TR-09_2-089-E;NO;1
1936;SJ;TR-09_2-091;2TTx64;1,066;0,399;1,138;200,500;TR-09_2-092-W;NO;1;-1,738;2,039;238,500;TR-09_2-090-E;NO;1
1937;SJ;TR-09_2-092;2TTx64;1,594;1,435;2,145;222,000;TR-09_2-093-W;NO;1;-0,483;1,666;196,900;TR-09_2-091-E;NO;1
1938;SJ;TR-09_2-093;2TTx64;1,640;2,908;3,339;240,600;TR-09_2-094-W;NO;1;-0,446;1,700;195,200;TR-09_2-092-E;NO;1
1939;SJ;TR-09_2-094;2TTx64;1,219;-1,274;1,763;133,700;TR-09_2-095-W;NO;1;-2,657;2,923;245,400;TR-09_2-093-E;NO;1
1940;SJ;TR-09_2-095;2TTx64;0,958;1,918;2,144;243,500;TR-09_2-096-W;NO;1;-4,678;4,775;258,400;TR-09_2-094-E;NO;1
1941;SJ;TR-09_2-096;2TTx64;1,231;3,198;3,427;248,900;TR-09_2-097-W;NO;1;-0,201;1,248;189,300;TR-09_2-095-E;NO;1
1942;SJ;TR-09_2-097;2TTx64;1,365;3,116;3,402;246,300;TR-09_2-098-W;NO;1;-2,669;2,998;242,900;TR-09_2-096-E;NO;1
1943;SJ;TR-09_2-098;2TTx64;1,356;0,185;1,368;187,800;TR-09_2-099-W;NO;1;-2,811;3,121;244,200;TR-09_2-097-E;NO;1
1944;SJ;TR-09_2-099;2TTx64;1,766;1,602;2,384;222,200;TR-09_2-100-W;NO;1;-3,307;3,749;241,900;TR-09_2-098-E;NO;1
1945;SJ;TR-09_2-100;2TTx64;1,649;0,198;1,661;186,800;TR-09_2-101-W;NO;1;-2,111;2,679;232,000;TR-09_2-099-E;NO;1
